User Name,Ratings,Mini Review,Date,Reviews
Kapil,1.0 out of 5 stars,"
Don't buy this item.
",28 January 2020,"
Max 1 hour battery backup. Please don't buy this.
"
Sahil Bidaye,5.0 out of 5 stars,"
One of the best headphones in this price range!
",8 January 2020,"
I love this product, and this is the second time I ordered! Really satisfied with the product!
"
Sunny Tyagi,4.0 out of 5 stars,"
Noise cancellation Is not so good
",2 January 2020,"
Nice product....bass is superb, voice quality also too good but noise cancellation is ok ok...
"
ravi kumar,5.0 out of 5 stars,"
Good
",24 January 2020,"
I'm impressed by Sound quality
"
ankit jain,1.0 out of 5 stars,"
Bad grip on ear
",8 October 2019,"
All above stuff doesn't matter until the ear phone perfectly fits in your ear.
"
Abishek,1.0 out of 5 stars,"
Waste of money
",15 October 2019,"
The product is not working . Waste of 999 pls make sure tat The product works after tat u can sell this
"
nagesh,5.0 out of 5 stars,"
very nice product,,good built quality
",13 December 2019,"
5 star product , i am satisfied with this product at this budget , very good build quality ,,high bass
"
Nawinh,5.0 out of 5 stars,"
Nice
",23 October 2019,"
Good built quality and sound quality superb but one thing remember it is not using with helmet wearing
"
himanshu patel,5.0 out of 5 stars,"
The bass is too good...for bass lovers
",11 October 2019,"
The bass is too good...for bass lovers, and sound quality of moving thender beats is also good on this prize 999rs..
"
Pranjal T.,3.0 out of 5 stars,"
Battery issues
",8 October 2019,"
Sound quality is good but battery doesn't last long.
"
Lokesh Khatri,5.0 out of 5 stars,"
Useful
",18 December 2019,"
the product is good and its sound and build quality is great. Easy to connect and battery life is good enough.
"
M S Suraj,5.0 out of 5 stars,"
Awesome Earphones!!!
",17 January 2020,"
The Earphones are Super Awesome..!! Go for it.!!
"
Momu,1.0 out of 5 stars,"
Worst Bluetooth range
",27 October 2019,"
Worst quality , even Bluetooth  range is pathetic, this is either first quality or duplicate.
"
Tarun bansal,5.0 out of 5 stars,"
Best one
",7 October 2019,"
Best product .
"
TANMAY,5.0 out of 5 stars,"
Value for money earphone
",30 November 2019,"
Sound qualityNoise cacellationBass quality
"
Rakesh,5.0 out of 5 stars,"
Best in range go for it
",28 January 2020,"
Sound quality is good and battery backup also pretty good but the design is main problem and one of its cons.
"
Gaurav shukla,4.0 out of 5 stars,"
Best Wireless headphone
",29 October 2019,"
Overall the product was amazingThe bass quality and the noise cancellation is completely upto the mark
"
Rishabh,4.0 out of 5 stars,"
Quite Nice
",16 January 2020,"
Overall.. better than any other wireless earphones in this range, has decent bass and enough treble
"
Animesh Tarafdar,5.0 out of 5 stars,"
Mivi
",18 September 2019,"
It's good sound quality is awsm
"
Kumal,1.0 out of 5 stars,"
carefully buy
",12 October 2019,"
 Very poor quality airphone Stopped working after 3 days
"
Kindle Customer,3.0 out of 5 stars,"
😎
",16 October 2019,"
😎
"
Aditya p.,5.0 out of 5 stars,"
It's real Thunder.. 💯💯💯
",31 December 2019,"
Sexiest Bluetooth headphones 💓Build quality sound quality💯Noise cancellation 💯Looks 💯
"
subha sankar maji,5.0 out of 5 stars,"
Very good purchase
",29 October 2019,"
Very good quality, blindly go for it, far better than Samsung level u, skullcandy headphone.
"
saurabh nayak,4.0 out of 5 stars,"
Good sound
",9 November 2019,"
Good backup...
"
Hitesh.,4.0 out of 5 stars,"
Nice product
",29 January 2020,"
Not much comfortable
"
Sumant Kumar,5.0 out of 5 stars,"
Best in catagory
",26 October 2019,"
I will buy it again and againThis is my 4th in total
"
Amazon Customer,3.0 out of 5 stars,"
No bass very disappointed!
",5 October 2019,"
Best quality sound , best noise cancellation , very bad at bass..... Mivi try to look after bass!
"
Shreyam Roy,5.0 out of 5 stars,"
Nice product
",22 October 2019,"
It is a nice product. Worth buying it
"
Sunil Hegde,4.0 out of 5 stars,"
Worth for money
",8 November 2019,"
Good earphone for ₹999 range...
"
prudhvi,5.0 out of 5 stars,"
It's good
",19 December 2019,"
It's extremely good for this price point. Just go for it, you will experience the real bass in the music.
"
Shaikh Munaf Wahab,4.0 out of 5 stars,"
Value for money Product
",7 October 2019,"
A very good product at this price range. Its sound quality and Bluetooth range is beyond its competitors.
"
Meet ,3.0 out of 5 stars,"
It is not too good as i expected
",5 November 2019,"
I have purchased it from Amazon and within a one week the left side of the earphones is jut stop to work.
"
Deepak Panchal ,1.0 out of 5 stars,"
I think fake product
",16 November 2019,"
I suggest you buy on mivi official website.
"
Shukla,5.0 out of 5 stars,"
totally worth it!
",8 November 2019,"
really awesome!noise cancellation and battery backup are excellent. even sound quality is to good.
"
siva sai saran sagilala,5.0 out of 5 stars,"
A very good product  with all decent features
",18 December 2019,"
The above average product. base is good and sound quality is  upto the mark.over all a very good product
"
Vaibhav,4.0 out of 5 stars,"
Awesome
",19 November 2019,"
Nice sound quility and easy to connect with Bluetooth around 6to 7 hours battery backup
"
Kartik Jain,5.0 out of 5 stars,"
Value for Money
",17 January 2020,"
Hey Guys, This Product is really Value For Money. Go for it👍🏻
"
Deeepak T,5.0 out of 5 stars,"
Awesome
",3 November 2019,"
Just need a neckband like other Bluetooth headphones for its stability
"
Pawan Admane,1.0 out of 5 stars,"
Very poor product
",3 December 2019,"
My earphone is stop working in several week of purchase
"
Amazon Customer,5.0 out of 5 stars,"
Gud product
",11 December 2019,"
Late post two months use and reviews post products is gud, sound quality is guf
"
sravan,5.0 out of 5 stars,"
Awsome in this price range
",17 December 2019,"
Within this price range mivi is providing nice headset . Nice battery life , nice bass .easy to use ..
"
SAGAR NAMDEV MULCHANDANI,5.0 out of 5 stars,"
Very nice
",22 October 2019,"
As I m already a mivian I m using mivi coller from last 10 months ND these mivi T beats are very good.
"
Santu Maity,5.0 out of 5 stars,"
Mivi Thunder Beats wireless Earphones
",16 January 2020,"
Sound quality of this earphone is really good and bass is really outstanding as compared to its price.
"
Kunal saini,5.0 out of 5 stars,"
Awsm product at this price A1 .
",12 November 2019,"
Awsm productNice sound quality and bass too ...Best deal at this price...5out5 ..!!
"
hamza bahaluddin,4.0 out of 5 stars,"
Great product
",2 November 2019,"
The battery backup is very good. The sound quality is also quite good, though the bass is quite high.
"
Dinesh petkar,5.0 out of 5 stars,"
I m glad to buy it...
",9 November 2019,"
It's very nice sounding .... I love it ...It's amazing ... It's doing quality is high class ...
"
Arshjeet,5.0 out of 5 stars,"
good budget wireless earphones
",10 October 2019,"
Its good budget wireless earphones
"
shailesh Wadaskar,5.0 out of 5 stars,"
Good product.
",16 October 2019,"
Product is just awesome. The sound quality is exactly good. I loved the product. THANKS  A LOT MIVI !
"
ROHiT,1.0 out of 5 stars,"
Worst product
",14 October 2019,"
Worst product ever!!Better to buy boat wireless ..Cheap build
"
Zaid Shaikh,5.0 out of 5 stars,"
Highly Recommended for good sound quality
",13 December 2019,"
If you want good sound quality and good build quality . Must go with this product..
"
chethan,5.0 out of 5 stars,"
Good luck
",9 October 2019,"
Good quality
"
Prachi,5.0 out of 5 stars,"
Best
",25 January 2020,"
Best noice cancellation and instant BT connectivity.
"
Jishu,1.0 out of 5 stars,"
Cheap built quality
",30 October 2019,"
Quality of sound is good but built quality of this product is horrible. Very cheap quality.
"
Yashwanth,5.0 out of 5 stars,"
Best budget range
",14 October 2019,"
Everything is good, but I ordered the product with case but I got without case.Check you guys.
"
Indro,5.0 out of 5 stars,"
Mivi - The best in its class
",23 January 2020,"
One of the finest Bluetooth earphones in its class. Worth paying each penny. Great product by Mivi.
"
Ashwath,4.0 out of 5 stars,"
Really good.
",13 January 2020,"
Really good product. I use it for the gym and it's perfect! Would definitely recommend to a friend!
"
Amazon Customer,1.0 out of 5 stars,"
Faulty mic
",27 October 2019,"
Its been 20 days i am using this earphones and  now the mic is not working
"
Avinash,1.0 out of 5 stars,"
Mic issue within a month..
",7 December 2019,"
Within a month mic stoped working.The next person not able to hear my voice ata all.
"
Steve,3.0 out of 5 stars,"
Good earphones. Must buy
",22 October 2019,"
The sound quality is great. There seems to be no issue till now. It's safe and a good buy.
"
Ajeet singh lodhi,5.0 out of 5 stars,"
Mivi , no need to read reviews, go and order at this price segment.
",18 October 2019,"
Sound quality is too good,deep bass feel,battery backup is also good as mentioned.
"
Abhishek Singh,5.0 out of 5 stars,"
Best Bluetooth earphones
",22 January 2020,"
Best in class SOUND QUALITY AND CRISTAL CLEAR DEEP BASS...BATTERY ALSO LAST FOR 6 TO 7 hours
"
Mansi,5.0 out of 5 stars,"
A good Buy!!!!
",9 November 2019,"
Used it for a month now so far good... Battery sustains for quite a long time.Works well for me!!!
"
Ankush,2.0 out of 5 stars,"
ONLY FOR BIG EARS VERY BIG
",10 December 2019,"
The product has big mivi logo surface u feel heavy on ears and u can't use it more than 20 minutes
"
mustafa masalawala,5.0 out of 5 stars,"
Sound quality is good
",8 January 2020,"
Good sound quality and bass.  But its diameter is quite big which obstructs waering for long hours
"
shiv,2.0 out of 5 stars,"
Uncofertable for ears
",31 January 2020,"
Sound quality not good as boat
"
Rohan Vaity,5.0 out of 5 stars,"
Good
",6 October 2019,"
Good
"
Jash Thakkar,1.0 out of 5 stars,"
Do not buy it. Buy a dre beats instead or boats
",3 February 2020,"
The product sucks. Battery drains from 50% to 0 in 10mins. Don't buy it. I want a refund.
"
Sourav Sen,1.0 out of 5 stars,"
Headphone not working
",10 December 2019,"
Not connecting to phone via bluetooth. Need invoice copy. Can it be mailed to senrobbie@gmail.com
"
Koustav Roy,5.0 out of 5 stars,"
Nice wireless device.
",30 December 2019,"
Good one and recommend.
"
Jagruti,1.0 out of 5 stars,"
Don't buy
",24 January 2020,"
Right side stop working
"
Nitin Juneja,5.0 out of 5 stars,"
Mivi thunderbeat rocks
",18 October 2019,"
I liked this product and it was worth it.I recommend to all music lovers must buy this earphones.
"
Mohit Verma,5.0 out of 5 stars,"
Nice product
",14 October 2019,"
All good ,The sound quality is too great.No issue till now. It's a safe and a good buy. Highly recommend!
"
Sunny,1.0 out of 5 stars,"
Worst built quality
",29 December 2019,"
Built quality of this product is Worst... Within 2 week it's power button stop working..
"
ASHISH RANJAN KUMAR,4.0 out of 5 stars,"
Partially satisfied.
",10 November 2019,"
The product is overall good expect noise cancellation feature which doesn't work at all.
"
Prateek,5.0 out of 5 stars,"
Nice
",7 October 2019,"
Very good product
"
Rohit,4.0 out of 5 stars,"
Value to money
",25 January 2020,"
It is a good product, the sound quality is also good, over all.we can say value to money product
"
Kaushik,5.0 out of 5 stars,"
Must buy
",11 January 2020,"
The product is amazing and the quality is superb and what can i say about bass it's just awesome
"
kuldeep Sheoran,5.0 out of 5 stars,"
Good product
",9 October 2019,"
Its nice product
"
nave max,4.0 out of 5 stars,"
Nice product
",20 December 2019,"
Nice earphone with really good quality sound and very much affordable price. Long battery life.
"
Arun,5.0 out of 5 stars,"
mivi thunder beats
",20 January 2020,"
very nice product amazing sound quality,I liked the product very much.... ❤️❤️❤️
"
Aditya jain,2.0 out of 5 stars,"
Treble
",6 October 2019,"
A lot of artificial base is there which eventually kills the treble..not worth buying.
"
Aparna vasant jalgaonkar,4.0 out of 5 stars,"
Nice
",1 November 2019,"
Nice
"
Mohamed Rafiq,5.0 out of 5 stars,"
Good
",25 January 2020,"
Excellent
"
chepurivinay,5.0 out of 5 stars,"
About product
",10 October 2019,"
Every thing is good but should improve the base quality and size should be less
"
